ID,Station,City,Domain,Total Projects,Tags,Description,Project Domain,Title
7340,STN 10xscale Technology Private Limited - Next Gen,Hyderabad,CSIS/IT,1,"AnyA3,AnyA7,AnyA8,AnyAA,A7,AA,A3,A8","Description: With our flagship product, hire10x.ai, we aim to address the needs of hiring managers, recruiters and candidates to improve quality of hire, reduce time to hire, bringing out 10x improvements.Required Skills &amp; Traits: To work on these cutting edge technologies, need good programming knowledge, decent AI knowledge and further AI knowledge will be picked up on the goExpected Outcomes: software engineering and programming, GenAISpecific courses required for project execution: deep learning.ai, python, programming",Gen AI,Title: Next Generation Hiring Product
6079,"Supra Sciences Private Llmited, Hyderabad",Hyderabad,Chemical,1,Any,Details awaited,Yet to be finalized,Details awaited
6899,Swiss Re Global Business Solutions India Private Limited,Bengaluru,Finance and Mgmt,1,"AnyB3,AnyA1,AnyA2,AnyA3,AnyA4,AnyA7,AnyA8,AnyAA,AnyAB","Title: Solvency and Financial Risk ManagementDescription: ·&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;Assist in the development and implementation of risk management strategies and models.·&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;Conduct quantitative and qualitative analysis to identify, assess, and mitigate financial risks.·&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;Support the preparation of risk reports and presentations for senior management and stakeholders.·&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;Collaborate with cross-functional teams to gather and analyze data for risk assessments.·&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;Participate in the development and enhancement of risk management tools and systems.·&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;Each student will be assigned to a sub-project related to either financial risk or insurance risk and will work a mentor in the assigned area&nbsp;Required Skills &amp; Traits:·&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;Strong analytical and problem-solving skills.·&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;Basic understanding of financial markets and risk management principles.·&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;Familiarity with data analysis tools like Python/R·&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;Excellent communication and interpersonal skills.·&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;Ability to work independently and as part of a team.&nbsp;Expected Outcomes:·&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;Students will learn applications of financial market theory in the context of financial risk management such as market risk, credit risk, valuation, solvency etc.·&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;By identifying and mitigating risks, we can avoid significant financial losses due to unforeseen events. Effective risk management leads to better investment decisions, optimizing returns while minimizing potential losses.&nbsp;Specific courses required for project execution:&nbsp;Students who have completed courses that cover topics like financial markets, financial products, risk management and computer programming are more likely to succeed.",Management,Solvency and Financial Risk Management
4697,"Synchrony, Hyderabad",Hyderabad,CSIS/IT,1,"A7,AnyA7","Title: Multiple SI'sDescription:Required Skills &amp; Traits: Java Full StackExpected Outcomes:Front End - 3 (React JS -2, DevOps -1), Mobile -2 (SyPi IOS -1, SyPi Andriod -1), QE -1 , API - 3(Alerts -2, Statements - 1)Specific courses required for project execution:","Computer Science,Backend Development,Back end",Multiple SI's 
4697,"Synchrony, Hyderabad",Hyderabad,CSIS/IT,1,"AnyA7,A7","Description: SynAppsRequired Skills &amp; Traits :Java Full StackExpected Outcomes:Specific courses required for project execution: Java, Springboot, React","Full Stack Development,Full-Stack Engineering",Title: SynApps
4697,"Synchrony, Hyderabad",Hyderabad,CSIS/IT,1,"AnyA7,A7","Description: ApplyBuyRequired Skills &amp; Traits:Full StackExpected Outcomes:Java, Springboot, ReactSpecific courses required for project execution: Java, Springboot, React",Full Stack Development,Title: ApplyBuy
4697,"Synchrony, Hyderabad",Hyderabad,CSIS/IT,1,"AnyA7,A7","Description: EISRequired Skills &amp; Traits: Full StackExpected Outcomes: Spirngboot, MySQLSpecific courses required for project execution: Spirngboot, MySQL",Full Stack Development,Title:Sypher/Presto/App Pilot
4697,"Synchrony, Hyderabad",Hyderabad,CSIS/IT,1,"AnyA7,A7","Description: API EngineeringSkill sets: Java, spring, SpringBoot, Bitbucket, PCFExpected learning: -- Utilize for analysing app, product and API usages anddocument the key takeaways from different perceptionSpecific courses required for project execution: Java, Spring, SpringBoot",API,Title: API Engineering
5882,Synergiz Global Services Pvt Ltd,Hyderabad,CSIS/IT,1,Any,"Title: Digital Project Management Implementations in Infrastructure Projects&nbsp;Description: Synergiz Global is a Project management consultancy for large scale infrastructure projects including Highspeed rail, metro rail and airports sector. The firm is owned by BITS alumni and is currently managed by multiple BITSIANS. Our vision is to provide innovative project management techniques and digital solutions to bridge the gap in our construction industry. We are currently developing and implementing our in-house project management tools. We are planning to train you on these tools and enhance your knowledge for the future endeavors.&nbsp;Required Skills &amp; Traits: Web and mobile application development, Javascript, CSS, MsSQLGood Communication Skills, Teamwork, Problem Solving Abilities, Analytical thinking.&nbsp;Expected Outcomes: For IT engineers, you will Understand the digital needs in the industry and support the project team. Support in web &amp; mobile app developments. You will gain work experience in Javascript, CSS, HTML, SQL etc. Stay ahead in the market and research new tools and methods other activities. Learn to maintain the documentation and project data in the proper repositories&nbsp;Specific courses required for project execution:&nbsp;NA. (interest in web &amp; mobile development required)",Web Development,Digital Project Management Implementations in Infrastructure Projects   
6881,T.I.M.E.,Ahmedabad,Others,5,"Any,Any,Any,Any,Any","Description: A strategy-driven approach using SEO, social media, PPC, and content marketing to boost brand visibility, drive traffic, and generate leads for business growth.Skill sets: SEO, SEM, social media marketing, content marketing, email marketing, PPC, analytics, branding, and CRM toolsExpected learning: SEO, SEM, PPC, social media, content marketing, email automation, analytics, and branding strategies.Specific courses required for project execution:&nbsp;,Description: This project focuses on developing and executing marketing strategies to promote IPMAT (Integrated Program in Management Aptitude Test). It includes market research, branding, digital campaigns, content creation, and outreach initiatives to increase awareness, engagement, and applications.Skill sets: Market research, digital marketing, content creation, SEO, PPC, branding, email marketing, analyticsExpected learning: Market analysis, digital marketing strategies, content creation, SEO, PPC, branding, and campaign performance tracking.Specific courses required for project execution:&nbsp;&nbsp;,Description: Building and managing relationships with top institutes to enhance brand presence, drive student engagement, and create collaboration opportunities through events, partnerships, and digital outreach.Skill sets: Relationship management, networking, event planning, digital outreach, branding, communication, and partnership development.Expected learning: Campus networking, relationship management, event planning, branding, and effective digital engagement strategies.Specific courses required for project execution:&nbsp;&nbsp;,Description: Overseeing planning, execution, and success of programs by managing timelines, resources, stakeholder coordination, and performance tracking to ensure efficient delivery and impact.Skill sets: Project planning, stakeholder management, resource allocation, risk assessment, performance tracking, and problem-solving.Expected learning: Program planning, stakeholder coordination, resource management, risk mitigation, and performance evaluation.Specific courses required for project execution:&nbsp;&nbsp;,Description: This project focuses on developing and executing marketing strategies to promote CAT (Integrated Program in Management Aptitude Test). It includes market research, branding, digital campaigns, content creation, and outreach initiatives to increase awareness, engagement, and applications.Skill sets: Market research, digital marketing, content creation, SEO, PPC, branding, email marketing, analyticsExpected learning: Market analysis, digital marketing strategies, content creation, SEO, PPC, branding, and campaign performance tracking.Specific courses required for project execution:&nbsp;&nbsp;","Digital Marketing,Marketing,Operations","Title: Digital Marketing,Title: Product Marketing (IPMAT),Title: Campus Relationships ( IITs/BITs/NITs),Title: Program Management,Title: Product Marketing (CAT)"
5203,Tablespace Technologies,Bangalore,Others,3,"Any,Any,Any","Description: Data analysis for informed decision making across business verticals&nbsp;Skill sets: Good Communication, Business Acumen, MS Excel / PowerPoint&nbsp;Expected learning: Business Analytics/Strategy, Collaboration, Project Management Specific courses required for project execution: Nil,Description: Data analysis for informed decision making across business verticals&nbsp;Skill sets: Good Communication, Business Acumen, MS Excel / PowerPoint&nbsp;Expected learning: Business Analytics/Strategy, Collaboration, Project Management Specific courses required for project execution: Nil,Description: Data analysis for informed decision making across business verticals&nbsp;Skill sets: Good Communication, Business Acumen, MS Excel / PowerPoint&nbsp;Expected learning: Business Analytics/Strategy, Collaboration, Project Management Specific courses required for project execution: Nil","Business Analysis,Business Strategy","Title: Business Analytics for Organizational Development ,Title: Business Analytics for Organizational Development ,Title: Business Analytics for Organizational Development "
7327,TCG Crest,Kolkata,Others,1,Any,Details awaited,Yet to be finalized,Details awaited
4685,"Techture Structures, Nagpur/Indore",Indore,Infrastructure,1,Any,Details awaited,Yet to be finalized,Details awaited
5861,Tectonic Technologies Inc - Software Engineering,Bengaluru,CSIS/IT,1,"AnyA7,A7","Description: As part of our software engineering team, you will work oncutting-edge front-end technologies to create performant storefronts for variousD2C brands. You will leverage agentic frameworks and Gen AI to dynamicallycreate various UI components and scale up our onboarding process.Skill sets:1. A solid foundation in Computer Science2. Good programming skills (Python, Javascript, Typescript, etc.)3. Familiar with working on Linux/MacOS operating systems.4. Working knowledge of Git, Postman, REST APIs, VS Code, Docker, etc.Traits expectation:1. Initiative: Demonstrate strong work ethic and drive to achieve personaland team goals2. Resourcefulness: Seeking out resources and learning opportunitiesindependently, researching the problem and using online resources.3. Willingness to learn: Strong desire to learn new technologies, grasp newtechnologies and be open to feedback.Expected learning:1. Understand production-grade software engineering practices2. Witness the growth and journey of an early-stage tech startup.3. Real-world application of theoretical knowledge4. Exposure to cutting-edge technology around Gen AISpecific courses required for project execution:1. Data Structures2. Programming3. Algorithms4. Operating Systems","Python,Java,API",Title: SDE Intern
5630,Tega Industries - Samali,Samali,Mechanical,1,Any,Details awaited,Yet to be finalized,Details awaited
6496,Telus AI -  Solution Engineering,Bengaluru,CSIS/IT,1,"AnyA3,AnyA7,AnyA8,AnyAA","Brief Description of project:PS II candidates will work day to day with customers and Project Managers to design and develop pipelines for global customers in AI space such as Google, Apple, Meta, Tiktok, Microsoft, Amazon and many othersSkill set required to execute the project (Technical):Written and Verbal CommunicationPresentationProblem SolvingOther soft skill competencies required:Communication SkillsAny specific courses that student should have taken:Fundamentals of Data ScienceMachine LearningInformation RetrievalAny other requirements:Expected learning (in bullet points):A role that provides all-round development to candidatesLearn about the experience of Enterprise organizations building and delivering projects with high qualityScripting/coding in tools such as Python/SQLStakeholder interaction","Software Development,Machine Learning,Data Science",Solution Engineering – Global customers
6495,Telus AI - Machine Learning,Bengaluru,CSIS/IT,1,AnyA7,"Brief Description of project:PS II candidates will work on implementing machine learning models which will be used to pre-label images, videos &amp; sensor data to speed up data labeling. This includes Object Detection, Tracking, Semantic Segmentation &amp; Optical Character Recognition.Project area: Machine LearningSkill set required to execute the project (Technical):Analytical thinkingProgrammingWritten and Verbal CommunicationPresentationProblem SolvingCommunication SkillsOther soft skill competencies required:Communication SkillsAny specific courses that student should have taken:Any other requirements:Expected learning (in bullet points):A role that provides an understanding around the software development life-cycle for Machine Learning projectsWriting production grade code that is vetted through peer reviews and research expertsLearn how to read research papers to evaluate various algorithms and find ones that satisfy business requirements","Software Development,Machine Learning",Title of project:  Machine Learning
5048,Telus AI - Product Management,Bengaluru,CSIS/IT,1,Any,"Brief Description of project: The PS II folks will be working day to day with the product team to deliver on the quarterly/monthly roadmaps. The work would include competitive analysis, specification writing, user research, and working with engineering/design teams.Skill set required to execute the project (Technical):Written and Verbal CommunicationPresentationProblem SolvingOther soft skill competencies required:Communication SkillsAny specific courses that student should have taken: Any other requirements:Expected learning (in bullet points):Learn how to build Enterprise software applicationsManaging a large number of stakeholdersConducting user research and deeply understanding pain pointsBuild cutting edge products that support FAANG and Autonomous VehiclesBuilding ML/AI related applications","Product Management,Software Development",Product Management for AI- Assisted Annotation Tools
7305,TELUS AI- DevOps and Data Engineering,Bengaluru,CSIS/IT,1,-,-,-,Details awaited
5806,TELUS AI- Product Designer,Bengaluru,CSIS/IT,1,Any,"Brief Description of project: The Product Design candidate will be an integral part of the design team,focusing on creating intuitive, accessible, and aesthetically pleasing user experiences for our AI-assistedannotation tools and platforms. This role involves user research, creating wireframes, mockups, andprototypes, conducting usability testing, and collaborating closely with Product Managers, Engineers, andother stakeholders to translate user needs and business requirements into effective design solutions.Skill set required to execute the project (Technical):Proficiency in design and prototyping tools (e.g., Figma, Sketch,).Understanding of user-centered design principles and methodologies.Ability to create wireframes, user flows, mockups, and interactive prototypes.Basic understanding of HTML/CSS capabilities (coding not necessarily required, but anunderstanding of limitations/possibilities is helpful).Experience with user research methods (e.g., interviews, surveys, usability testing).Other soft skill competencies required:Strong Communication Skills (written, verbal, and visual), Empathy and user advocacy, Problem-solving and critical thinking, Collaboration and teamwork, Attention to detail, Ability to receive andincorporate feedback, Presentation skills.Any specific courses that student should have taken (if any of these are applicable)User Interface Design, User Experience Research, Interaction Design, Graphic DesignFundamentals, Human-Computer Interaction (recommended)Any other requirements:A strong portfolio showcasing design projects and process is highly recommended.Passion for creating user-centered products and an interest in AI/ML technologies.Expected learning (in bullet points):Learn how to design intuitive and effective user interfaces for complex software applications.Gain experience in the end-to-end product design lifecycle, from research and ideation to high-fidelityprototyping and handoff to engineering.Develop skills in conducting user research and translating insights into actionable design decisions.Understand how to collaborate effectively with cross-functional teams (Product Management,Engineering) in an agile environment.Build experience designing for AI-powered products and understanding the unique UX challengesthey present.Learn to create and maintain design systems and style guides.Refine skills in presenting design concepts and articulating design rationale","Software Domain,Artificial Intelligence",Title of project: Product Design for AI-Powered Platforms
4890,Telus International - Software Engineering,Bengaluru,CSIS/IT,1,"AnyA3,AnyA7,AnyA8,AnyAA","Brief Description of project: PS II candidates will work on building a platform where customers use creator tools to drive annotations across various media types like LiDAR, Radar, Video images etc. You would build products that would be used by AI/ML engineers @FAANG and also people new to technology. This is a highly distributed system with currently 10 and growing number of microservices. The focus will be on building a fault-tolerant system that can handle massive scale.Skill set required to execute the project (Technical):Proficient in one object-oriented programming language like Java, C++, etc. or experience with golangAbility to write SQL queriesBasic understanding of web developmentOther soft skill competencies required:Communication SkillsAny specific courses that student should have taken:Data structures and algorithmsObject-oriented design (optional but preferred)Web development (optional but preferred)Any other requirements:Expected learning (in bullet points):A role that provides all-round development to candidates:Learn about the needs of Enterprise organizations building autonomous vehiclesDelivering features within timelines with high qualityBuilding stable, scalable and fault-tolerant distributed systemsUse and learn latest technologies (golang, kubernetes, redis...)","Project Management,Web Development",Software Engineering for AI-Assisted platforms
5008,"Tenstorrent ,Bengaluru",Bengaluru,Electronics,2,"AnyA3,AnyA8,AnyAA,A3,A8,AA,AnyA3,AnyA8,AnyAA,A3,A8,AA","RISC-V Design Verification InternshipDescription: This internship involves working with the CPU Design Verification team to ensure functional correctness of our RISC-V cores. The intern will be responsible for developing and executing DV test plans, writing test stimulus in C and assembly, and contributing to the development of architectural tools and verification infrastructure. The role provides hands-on exposure to industrial-scale simulation, debug, and verification methodologies, with the opportunity to collaborate closely with senior engineers.Required Skills &amp; Traits:Strong foundation in Computer ArchitectureProficiency in C/C++, SystemVerilog, and scripting (Python, Bash)Basic knowledge of Verilog/VHDLFamiliarity with assembly-level programming (preferably RISC-V)Understanding of verification concepts: testbenches, stimulus, checkers, coverageProblem-solving ability and analytical thinkingSelf-motivated, detail-oriented, and eager to learn new technologiesExpected Outcomes:Creation and execution of DV testplans for RISC-V ISA and microarchitectureDevelopment and debugging of RTL code with design changes as neededImplementation of C/assembly test programs for simulation and post-silicon validationContribution to testbench components, checkers, and performance/debug infrastructureEnhancement of verification tools and scripting automationSpecific Courses Required for Project Execution:Computer ArchitectureDigital Design / Digital LogicMicroprocessors and InterfacingProgramming in C/C++Hardware Description Languages (HDLs)SystemVerilog/UVM (preferred, if available as an elective or lab),  RTL Design Intern – RISC-V System IP Description: Tenstorrent is leading the industry on cutting-edge AI technology, revolutionizing performance expectations, ease of use, and cost efficiency. With AI redefining the computing paradigm, solutions must evolve to unify innovations in software models, compilers, platforms, networking, and semiconductors. Our diverse team of technologists have developed a high performance RISC-V CPU from scratch, and share a passion for AI and a deep desire to build the best AI platform possible. We value collaboration, curiosity, and a commitment to solving hard problems. We are growing our team and looking for contributors of all seniorities.This internship offers the opportunity to work with the System IP Design team focused on implementing IP’s and Sub Systems for RISC-V based High Performance Compute Clusters. The intern will contribute to the microarchitectural definition, Synthesisable RTL design, feature enhancements, and performance improvements of IP’s and Sub Systems. The role also includes IP QC flows, debugging design issues, analysing performance bottlenecks, and collaborating with verification and architecture teams for successful IP delivery.Required Skills &amp; Traits:Solid understanding of Digital design principles (FSMs, pipelining, data/control path design).Projects with SystemVerilog/Verilog for RTL design.Basic awareness of IP Design Flows and practices.Familiarity with bus protocols (AXI, AHB, APB, CHI, etc.).Familiarity with RISC-V architecture and ISA extensions.Scripting skills (Python, TCL, or Makefiles) to support automation of build and design tasks.Familiarity with version control systems like Git.Good analytical, problem-solving and debugging skills, willingness to ask technical questions, and ability to learn independently.Expected Outcomes:Design and deliver synthesizable RTL for one or more&nbsp;RISC-V compliant IP blocks&nbsp;(e.g., Power Management, timer, interrupt controller, debug module, peripheral interfaces).Implement new architectural features and microarchitectural optimizationsAnalyze and resolve design bugs in functional simulationsSupport RTL quality checks such as&nbsp;Lint,&nbsp;CDC, RDC,&nbsp;basic synthesis,&nbsp;Power Intent.Support in automation of IP design flowsParticipate in design reviews and maintain version-controlled deliverables.&nbsp;&nbsp;  ",Semiconductor,"RISC-V Design Verification Internship,RTL Design Intern – RISC-V System IP"
7367,Texas Instruments - AI/ML,Bengaluru,Electronics,1,"AnyA7,A7","Topic: Generative AI for SoC Design: Accelerating InnovationThe integration of generative AI technologies into System-on-Chip (SoC) design workflows represents a paradigm shift insemiconductor development, offering solutions to the industry's most pressing challenges of complexity, time-to-market pressure, andengineering resource limitations. By leveraging state-of-the-art large language models and AI agents, design teams can now automaterepetitive RTL coding, generate optimized microarchitectures based on high-level specifications, and explore design alternatives atunprecedented speeds. This technology enables intelligent verification strategies through automatic test generation that uncoversedge cases human engineers might overlook, while simultaneously capturing expert knowledge that would otherwise remain siloedwithin experienced designers' minds. As time-to-market pressure intensifies and design complexity grows, these AI-poweredapproaches have become essential for maintaining productivity and innovation in semiconductor development. This project specificallyfocuses on applying generative AI techniques to enhance critical front-end design processes, including specification creation, RTLdevelopment, and comprehensive verification strategies—ultimately delivering faster development cycles and more robust SoCdesigns.",AI & ML,Generative AI for SoC Design: Accelerating Innovation
5224,Texas Instruments - Analog,Bengaluru,Electronics,1,"AnyA3,AnyA7,AnyA8,AnyAA,A3,A7,A8,AA",-,Analog,Analog
5249,Texas Instruments -- Digital,Bengaluru,Electronics,1,"AnyA3,AnyA4,AnyA8,AnyAA,AnyA7,AnyAB,A3,A4,A7,A8,AA,AB",-,AI & ML,Digital
5236,Texas Instruments - Embedded Software,Bengaluru,Electronics,1,"AnyA3,AnyA7,AnyA8,AnyAA,A3,A7,A8,AA",-,Embedded Systems,Embedded Software
6551,THINKBYTE TECHNOLOGIES PRIVATE LIMITED,Vijayawada,CSIS/IT,1,Any,"Description:This role supports ThinkByte’s co-founders in strategic initiatives, operations, and business growth. The intern will gain exposure to project management, client communication, and marketing strategy in a fast-paced, dynamic tech startup environment. The role requires a hands-on approach, where the intern will work closely with leadership to drive various business operations and AI-related projects, across multiple verticals, including AI/Digital Transformation, Digital Marketing Services, SEOByte, and SkillByte. The intern will be expected to demonstrate flexibility and adaptability across diverse tasks.Skill sets:Strong communication and interpersonal skillsProblem-solving mindsetFamiliarity with digital tools (Excel, PowerPoint, Google Suite)Basic knowledge of AI and digital marketing (a plus)Ability to work independently and collaboratively in teamsHigh attention to detail and a proactive attitudeQuick learner with a willingness to take on diverse tasksTraits expectation:Strong initiative and the ability to hustleProactive approach to problem-solving and task executionSelf-motivated and able to work with minimal supervisionAdaptable and flexible, with the ability to handle multiple tasksHigh energy and passion for learning in a fast-paced environmentStrong organizational skills with the ability to prioritize tasks effectivelyExpected learning:Hands-on experience in business operations and AI technologyExposure to strategic business planning and decision-makingInsights into project management and client communication in a startup environmentExposure to the operational dynamics of an AI-driven businessPractical knowledge of digital marketing strategies and toolsUnderstanding of how AI technologies can be applied to business growthSpecific courses required for project execution: NA","Business Operations,Business Strategy",Title: Founder's Office - Intern Role
7301,Thyssenkrupp Pune,Pune,Mechanical,1,Any,Details awaited,Yet to be finalized,Details awaited
5717,Timble Technologies,New Delhi,CSIS/IT,1,Any,Details awaited,Yet to be finalized,Details awaited
4709,"Time tooth Technologies Pvt Ltd, Noida/Bengaluru",Noida,Mechanical,1,Any,Details awaited,Yet to be finalized,Details awaited
7254,Times Internet Limited,Noida,CSIS/IT,3,"Any,Any,Any","Title: TOI GamesDescription: Generating new games using AI tools which are relevant for news audience.Required Skills &amp; Traits: Understanding of AI tools, Data Analysis, Basic understanding of front end and backend platformsExpected Outcomes: New games and improved performance of current games.Specific courses required for project execution: AI Tools, Data Anaylsis, Product Management,Title: Automated VideosDescription: Generate automated videos from textual contentRequired Skills &amp; Traits: Understanding of AI tools, Data Analysis, Basic understanding of front end and backend platformsExpected Outcomes: Multi-form contentSpecific courses required for project execution: AI Tools, Data Anaylsis, Product Management,Title: TOI NewslettersDescription: Launch and grow TOI NewslettersRequired Skills &amp; Traits: Data Analysis, PrototypingExpected Outcomes: New newsletters launchSpecific courses required for project execution: Data Analysis, Product Management",Yet to be finalized,"TOI Games, Automated Videos,TOI Newsletters"
7166,TMRW – House of Brands - Product,Bengaluru,Finance and Mgmt,1,AnyA7,"Description:Key Responsibilities: • Assist in product research, including market analysis and competitorbenchmarking.• Support the product team in defining product requirements and specifications.• Collaborate with design and engineering teams to develop and refine product features. •Participate in user testing and gather feedback to improve product usability.• Help maintain product documentation and update project trackers.• Attend team meetings and contribute ideas for product enhancements.• Conduct analysis of product performance metrics and provide insights.Qualifications:• Currently pursuing a degree in Technology/Computer Science or a related field.• Strong analytical skills and attention to detail.• Excellent verbal and written communication skills.• Familiarity with product management tools (e.g., JIRA, Trello) is a plus.• A passion for technology and a desire to learn about product development.• Ability to work collaboratively in a fast-paced environmentRequired Skills &amp; Traits:Expected Outcomes:Specific courses required for project execution:",Product Management,Title: Product Intern
6905,TMRW – House of Brands - SDE,Bengaluru,Finance and Mgmt,1,"A7,AnyA7","Description: • Frontend Development: Assist in building and maintaining responsive webapplicationsusing modern frontend technologies (e.g., React JS).• Backend Development: Support the development of backend services and APIs usinglanguages like Node.js, Python, Ruby, Java, or PHP.• Collaboration: Work closely with the development team to implement features, fix bugs,and optimize web applications for speed and scalability.• Testing &amp; Debugging: Participate in unit testing, integration testing, and debugging toensure high-quality code.• Documentation: Maintain and update technical documentation, such as API documentationand user guides.• Continuous Learning: Stay up to date with the latest trends and best practices in webdevelopment.Required Skills &amp; Traits: Currently pursuing a degree in Computer Science, SoftwareEngineering, or a related field.• Basic understanding of HTML, CSS, JavaScript, and modern frontend frameworks (e.g., React,Angular, Vue.js).• Familiarity with backend technologies (e.g., Node.js, Express, Django, Flask).• Experience with relational and non-relational databases (e.g., MySQL, MongoDB).• Knowledge of version control systems, particularly Git.• Strong problem-solving skills and the ability to debug code.• A passion for learning and growing as a developer.• Excellent communication skills and the ability to work collaboratively in a team environment.Preferred (but not required):• Experience with cloud platforms (e.g., AWS, Google Cloud, Azure).• Familiarity with Agile or Scrum development methodologies.• Experience with RESTful API design and integration.• Knowledge of containerization (e.g., Docker).Expected Outcomes:Specific courses required for project execution:",Software Development,Title: SDE Intern (Full Stack)
7167,TMRW – House of Brands - SDE (Data ),Bengaluru,Finance and Mgmt,1,"AnyA7,A7","Description:• Assist in the development and optimization of data pipelines for collecting, processing, andstoringlarge volumes of structured and unstructured data.• Work with cloud platforms (e.g., AWS, GCP, Azure) to manage and scale data storagesolutions.• Help with the integration of diverse data sources and work on ETL (Extract, Transform, Load)processes.• Collaborate with data scientists, analysts, and other teams to ensure the availability andaccessibilityof clean, high-quality data.• Write and optimize SQL queries for data extraction and transformation.• Participate in the documentation of processes and best practices for data engineeringworkflows.• Troubleshoot and resolve data-related issues to ensure smooth operations and data accuracy.• Stay up-to-date with the latest trends and technologies in data engineering and big data.Qualifications:• Currently enrolled in a Bachelor's or Master’s program in Computer Science, Engineering,Mathematics, Statistics, or a related field.• Basic understanding of data engineering concepts such as data pipelines, ETL processes,and cloud-based data storage solutions.• Proficiency in at least one programming language, such as Python, Java, or Scala.• Familiarity with SQL and working with relational databases (e.g., MySQL, PostgreSQL).• Exposure to big data technologies such as Hadoop, Spark, or Kafka is a plus.• Familiarity with cloud platforms like AWS, Google Cloud, or Microsoft Azure is a plus.• Strong problem-solving skills and the ability to think critically.• Ability to work both independently and as part of a team.Required Skills &amp; Traits:Expected Outcomes:Specific courses required for project execution:",Data Science,Title: Data Engineering Intern
6622,Tonbo Imaging,Bengaluru,CSIS/IT,2,"AnyA7,A7,AnyA7,A7","Task will involve distinguishing between closelyrelated categories within a broader class. It involvesidentifying subtle differences in objects or targetsusing advanced techniques in machine learning andcomputer vision.,It would involve optimizing, deploying and AI models on edge AI hardware. It enables real-time decision-making, efficient resource usage, and improved scalability in various applications.",Programming and Scripting,"Military Targets Classification,Deployment of AI models on Edge Devices"
6895,Triomics Healthcare Pvt. Ltd- Frontend Intern,Bengaluru,Health Care,1,"AnyA3,AnyA7,AnyA8,AnyAA,A3,A8,AA,A7","Description: Job DescriptionRequired Skills &amp; Traits:? React Knowledge: Strong understanding of React core concepts and best practices.? Material-UI Expertise: Proficiency in Material-UI, including experience in customizingand implementing components.? Project Experience: Demonstrated experience in designing and building projectsusing React and Material-UI.? Coding Skills: Ability to write clean, efficient, and well-documented code.? Problem-Solving: Strong analytical and problem-solving skills with attention to detail.? Communication: Good communication skills and ability to work collaboratively withinthe team.","Coding,UI & UX",Title: Frontend Intern
6894,Triomics Healthcare Pvt. Ltd- NLP Research Engineer,Bengaluru,Health Care,1,"AnyA3,AnyA7,AnyA8,AnyAA,A3,A8,A7,AA","Title: NLP Research EngineerDescription: Job DescriptionRequired Skills &amp; Traits:1. Currently pursuing a degree in Computer Science or a related field at the Bachelor'sor Master's level.2. Strong proficiency in Python and hands-on experience with deep learning librariessuch as PyTorch and HuggingFace – essential skills to hit the ground running.3. Strong experience working with raw datasets, including data cleaning, preprocessing,exploratory analysis, data structuring, etc.4. In-depth knowledge of NLP concepts and techniques, with the ability to implementstate-of-the-art research works in Clinical NLP.","NLP,Python,Data Cleansing",Title: NLP Research Engineer
5108,Triomics Healthcare Pvt. Ltd- Product Management,Bangalore,Others,1,Any,"Description: Job DescriptionRequired Skills &amp; Traits: Problem-Solving, Analytical andResearch skills, Documentation &amp; Formatting toolsExpected Outcomes: Develop product management expertise, Gain insights intoclinical trial healthcare, Create product manuals and PRDs","Analytics,Big Data Analytics,Data Analysis",Title: Product Management Intern
7246,Truuchem Technologies Pvt Ltd (Atomgrid),Bengaluru,Chemical,2,"AnyA1,AnyA5,AnyAB,AnyB1,AnyB2,A1,A5,AB,B1,B2,AnyA1,AnyA5,AnyAB,AnyB1,AnyB2,A1,A5,AB,B1,B2","Title: Business Development &amp; MarketingDescription: Seeking dynamic driven individuals to identify international growth opportunities, build strategic partnerships, and develop marketing initiatives.Required Skills &amp; Traits: Strategic thinking, Analytical thinking, Professional Communication, Negotiation, Stakeholder managementExpected Outcomes: Establish relations with big chemical manufacturers globally,Title: Supply Chain AnalystDescription: Ideal candidate will analyze data, identify inefficiencies, and develop strategies to improve our procurement, logistics, ensuring cost-effective and timely delivery of goods.Required Skills &amp; Traits: Analytical thinking, Attention to detail, Problem solving skillsExpected Outcomes: Identification of customer x product x market x price",Chemical,"Business Development & Marketing,Supply Chain Analyst"
